mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.7,"46 km N of Petersville, Alaska",1709741198049,1709741338474,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02431f17i4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02431f17i4&format=geojson,,,,,automatic,0,44,ak,02431f17i4,",ak02431f17i4,",",ak,",",origin,phase-data,",,,1.17,,ml,earthquake,"M 1.7 - 46 km N of Petersville, Alaska"
0.29,"23 km ENE of West Yellowstone, Montana",1709741064380,1709745963500,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80061886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80061886&format=geojson,,,,,reviewed,0,1,uu,80061886,",uu80061886,",",uu,",",origin,phase-data,",7.0,0.02433,0.13,111.0,md,earthquake,"M 0.3 - 23 km ENE of West Yellowstone, Montana"
0.14,"22 km ENE of West Yellowstone, Montana",1709741027500,1709746025370,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80000603,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80000603&format=geojson,,,,,reviewed,0,0,uu,80000603,",uu80000603,",",uu,",",origin,phase-data,",7.0,0.02854,0.1,103.0,md,earthquake,"M 0.1 - 22 km ENE of West Yellowstone, Montana"
2.07,"1 km SSE of Yauco, Puerto Rico",1709740990370,1709743557470,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71442213,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71442213&format=geojson,,,,,reviewed,0,66,pr,71442213,",pr71442213,",",pr,",",origin,phase-data,",8.0,0.0529,0.14,114.0,md,earthquake,"M 2.1 - 1 km SSE of Yauco, Puerto Rico"
0.16,"23 km ENE of West Yellowstone, Montana",1709740989410,1709745412960,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80061881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80061881&format=geojson,,,,,reviewed,0,0,uu,80061881,",uu80061881,",",uu,",",origin,phase-data,",8.0,0.01709,0.14,109.0,md,earthquake,"M 0.2 - 23 km ENE of West Yellowstone, Montana"
2.6,"17 km WNW of Seldovia, Alaska",1709740726178,1709740907320,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02431eqxne,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02431eqxne&format=geojson,,,,,automatic,0,104,ak,02431eqxne,",ak02431eqxne,",",ak,",",origin,phase-data,",,,1.72,,ml,earthquake,"M 2.6 - 17 km WNW of Seldovia, Alaska"
0.91,"18 km NNE of Seeley Lake, Montana",1709740575100,1709742031420,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90042618,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90042618&format=geojson,,,,,reviewed,0,13,mb,90042618,",mb90042618,",",mb,",",origin,phase-data,",10.0,0.1078,0.08,162.0,ml,earthquake,"M 0.9 - 18 km NNE of Seeley Lake, Montana"
1.26,"22 km ENE of West Yellowstone, Montana",1709740330100,1709745069260,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80061871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80061871&format=geojson,,,,,reviewed,0,24,uu,80061871,",uu80061871,",",uu,",",origin,phase-data,",15.0,0.02263,0.17,82.0,ml,earthquake,"M 1.3 - 22 km ENE of West Yellowstone, Montana"
2.42000008,"5 km SSW of Pāhala, Hawaii",1709740299910,1709740405140,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74130076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74130076&format=geojson,,,,,automatic,0,90,hv,74130076,",hv74130076,",",hv,",",origin,phase-data,",49.0,0.0265,0.150000006,141.0,md,earthquake,"M 2.4 - 5 km SSW of Pāhala, Hawaii"
1.08,"8 km NW of The Geysers, CA",1709740175110,1709740267680,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012621,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012621&format=geojson,,,,,automatic,0,18,nc,74012621,",nc74012621,",",nc,",",nearby-cities,origin,phase-data,",21.0,0.009524,0.02,67.0,md,earthquake,"M 1.1 - 8 km NW of The Geysers, CA"
0.75,"3 km ENE of The Geysers, CA",1709739904740,1709739997593,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012616&format=geojson,,,,,automatic,0,9,nc,74012616,",nc74012616,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.02504,0.03,88.0,md,earthquake,"M 0.8 - 3 km ENE of The Geysers, CA"
0.38,"14 km NE of Milford, Utah",1709739804840,1710280509050,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80061866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80061866&format=geojson,,,,,reviewed,0,2,uu,80061866,",uu80061866,",",uu,",",origin,phase-data,",15.0,0.009171,0.06,66.0,md,earthquake,"M 0.4 - 14 km NE of Milford, Utah"
0.7,"7 km NW of The Geysers, CA",1709739689560,1709739782535,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012611&format=geojson,,,,,automatic,0,8,nc,74012611,",nc74012611,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.003012,0.02,68.0,md,earthquake,"M 0.7 - 7 km NW of The Geysers, CA"
2.0,"35 km NW of Toyah, Texas",1709739630437,1709832331936,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024epys,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024epys&format=geojson,,,,,reviewed,0,62,tx,2024epys,",tx2024epys,",",tx,",",origin,phase-data,",13.0,0.0,0.1,59.0,ml,earthquake,"M 2.0 - 35 km NW of Toyah, Texas"
0.27,"9 km NW of The Geysers, CA",1709739331400,1709739427488,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012606&format=geojson,,,,,automatic,0,1,nc,74012606,",nc74012606,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.01118,0.02,100.0,md,earthquake,"M 0.3 - 9 km NW of The Geysers, CA"
2.26,"8 km NW of The Geysers, CA",1709739071500,1710346154190,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012601,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012601&format=geojson,,,,,reviewed,0,79,nc,74012601,",nc74012601,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",75.0,0.007183,0.07,20.0,md,earthquake,"M 2.3 - 8 km NW of The Geysers, CA"
1.41,"14 km NE of Pāhala, Hawaii",1709738989090,1709754098750,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74130066,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74130066&format=geojson,,,,,reviewed,0,31,hv,74130066,",hv74130066,",",hv,",",origin,phase-data,",43.0,0.03825,0.16,100.0,md,earthquake,"M 1.4 - 14 km NE of Pāhala, Hawaii"
4.8,"128 km S of False Pass, Alaska",1709738709205,1709764380742,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3p3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m3p3&format=geojson,,,2.219,,reviewed,0,354,us,7000m3p3,",ak02431ejsgw,us7000m3p3,",",ak,us,",",origin,phase-data,shakemap,",70.0,1.156,0.64,128.0,mb,earthquake,"M 4.8 - 128 km S of False Pass, Alaska"
0.72,"28 km W of Dutch Harbor, Alaska",1709738392390,1709770679840,,https://earthquake.usgs.gov/earthquakes/eventpage/av92224341,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92224341&format=geojson,,,,,reviewed,0,8,av,92224341,",av92224341,",",av,",",origin,phase-data,",6.0,,0.1,231.0,ml,earthquake,"M 0.7 - 28 km W of Dutch Harbor, Alaska"
0.81,"17 km SW of Toms Place, CA",1709738095390,1709769468876,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012596,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012596&format=geojson,,,,,reviewed,0,10,nc,74012596,",nc74012596,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.1375,0.07,152.0,md,earthquake,"M 0.8 - 17 km SW of Toms Place, CA"
1.4,"47 km ENE of Fort Bidwell, California",1709737821620,1709751030340,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874271&format=geojson,,,,,reviewed,0,30,nn,00874271,",nn00874271,",",nn,",",origin,phase-data,",3.0,0.528,0.0893,209.48,ml,earthquake,"M 1.4 - 47 km ENE of Fort Bidwell, California"
0.46,"23 km ENE of West Yellowstone, Montana",1709737702460,1709744871050,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80061861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80061861&format=geojson,,,,,reviewed,0,3,uu,80061861,",uu80061861,",",uu,",",origin,phase-data,",11.0,0.01525,0.12,101.0,md,earthquake,"M 0.5 - 23 km ENE of West Yellowstone, Montana"
0.65,"10 km NW of The Geysers, CA",1709737541000,1709737633233,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012591&format=geojson,,,,,automatic,0,6,nc,74012591,",nc74012591,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.003729,0.01,71.0,md,earthquake,"M 0.7 - 10 km NW of The Geysers, CA"
1.07,"21 km N of Neenach, CA",1709737520790,1709771118443,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40682152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40682152&format=geojson,,,,,reviewed,0,18,ci,40682152,",ci40682152,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.06524,0.18,45.0,ml,earthquake,"M 1.1 - 21 km N of Neenach, CA"
1.11,"14 km NE of Milford, Utah",1709737504980,1710280367380,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80061856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80061856&format=geojson,,,,,reviewed,0,19,uu,80061856,",uu80061856,",",uu,",",origin,phase-data,",18.0,0.01453,0.09,55.0,ml,earthquake,"M 1.1 - 14 km NE of Milford, Utah"
0.8,"6 km S of Banning, CA",1709737397440,1709770417230,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40682144,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40682144&format=geojson,,,,,reviewed,0,10,ci,40682144,",ci40682144,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.07246,0.17,93.0,ml,earthquake,"M 0.8 - 6 km S of Banning, CA"
1.26,"16 km SW of Toms Place, CA",1709736821440,1709769318569,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012586,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012586&format=geojson,,,,,reviewed,0,24,nc,74012586,",nc74012586,",",nc,",",nearby-cities,origin,phase-data,",21.0,0.1211,0.06,119.0,md,earthquake,"M 1.3 - 16 km SW of Toms Place, CA"
1.5,"86 km NNW of Karluk, Alaska",1709736728729,1709774739420,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02431e44zm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02431e44zm&format=geojson,,,,,automatic,0,35,ak,02431e44zm,",av92224336,ak02431e44zm,",",av,ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.5 - 86 km NNW of Karluk, Alaska"
0.89,"3 km SW of Anderson Springs, CA",1709736241280,1709736338990,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012581&format=geojson,,,,,automatic,0,12,nc,74012581,",nc74012581,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.01379,0.01,128.0,md,earthquake,"M 0.9 - 3 km SW of Anderson Springs, CA"
1.15,"6 km SSW of Calistoga, CA",1709735896660,1709859805674,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012576&format=geojson,,,,,reviewed,0,20,nc,74012576,",nc74012576,",",nc,",",nearby-cities,origin,phase-data,",31.0,0.08089,0.07,59.0,md,earthquake,"M 1.2 - 6 km SSW of Calistoga, CA"
0.75,"2 km NNW of Manhattan, Montana",1709735675980,1709749819090,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90042653,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90042653&format=geojson,,,,,reviewed,0,9,mb,90042653,",mb90042653,",",mb,",",origin,phase-data,",7.0,0.2937,0.08,187.0,ml,earthquake,"M 0.8 - 2 km NNW of Manhattan, Montana"
1.82,"7 km NNW of Smiths Ferry, Idaho",1709735540990,1709743010570,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90042598,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90042598&format=geojson,,,,,reviewed,0,51,mb,90042598,",mb90042598,",",mb,",",origin,phase-data,",7.0,0.3483,0.1,90.0,ml,earthquake,"M 1.8 - 7 km NNW of Smiths Ferry, Idaho"
0.37,"2 km NW of The Geysers, CA",1709735356770,1710314681063,,https://earthquake.usgs.gov/earthquakes/eventpage/nc71133034,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71133034&format=geojson,,,,,reviewed,0,2,nc,71133034,",nc71133034,",",nc,",",nearby-cities,origin,phase-data,",23.0,0.01468,0.05,81.0,md,earthquake,"M 0.4 - 2 km NW of The Geysers, CA"
0.38,"7 km NW of The Geysers, CA",1709735339440,1710312668575,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012571,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012571&format=geojson,,,,,reviewed,0,2,nc,74012571,",nc74012571,",",nc,",",nearby-cities,origin,phase-data,",19.0,0.004572,0.03,41.0,md,earthquake,"M 0.4 - 7 km NW of The Geysers, CA"
0.9,"15 km E of Coso Junction, CA",1709735276900,1709840507962,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40682136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40682136&format=geojson,,,,,reviewed,0,12,ci,40682136,",ci40682136,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01679,0.14,90.0,ml,earthquake,"M 0.9 - 15 km E of Coso Junction, CA"
0.76,"7 km NW of The Geysers, CA",1709734978300,1709735072818,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012566,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012566&format=geojson,,,,,automatic,0,9,nc,74012566,",nc74012566,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.006438,0.02,55.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA"
1.81,"16 km NE of Stanley, Idaho",1709734404320,1709736709570,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90042593,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90042593&format=geojson,,,,,reviewed,0,50,mb,90042593,",mb90042593,",",mb,",",origin,phase-data,",9.0,0.2318,0.16,85.0,ml,earthquake,"M 1.8 - 16 km NE of Stanley, Idaho"
1.61,"14 km SSE of Fern Forest, Hawaii",1709734242280,1709749058140,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74130006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74130006&format=geojson,,,,,reviewed,0,40,hv,74130006,",hv74130006,",",hv,",",origin,phase-data,",22.0,0.04679,0.1,154.0,md,earthquake,"M 1.6 - 14 km SSE of Fern Forest, Hawaii"
1.9,"65 km W of Karluk, Alaska",1709734108565,1709734316178,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02431duqzs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02431duqzs&format=geojson,,,,,automatic,0,56,ak,02431duqzs,",ak02431duqzs,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 1.9 - 65 km W of Karluk, Alaska"
1.59,"2 km NNE of Pinnacles, CA",1709732900010,1710290708352,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012561,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012561&format=geojson,,,,,reviewed,0,39,nc,74012561,",nc74012561,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",31.0,0.04781,0.06,111.0,md,earthquake,"M 1.6 - 2 km NNE of Pinnacles, CA"
0.25,"2 km N of The Geysers, CA",1709732058350,1709732153320,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012556,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012556&format=geojson,,,,,automatic,0,1,nc,74012556,",nc74012556,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.006449,0.03,93.0,md,earthquake,"M 0.3 - 2 km N of The Geysers, CA"
0.36,"8 km W of Cobb, CA",1709731745570,1710289899286,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012551&format=geojson,,,,,reviewed,0,2,nc,74012551,",nc74012551,",",nc,",",nearby-cities,origin,phase-data,",23.0,0.01176,0.03,43.0,md,earthquake,"M 0.4 - 8 km W of Cobb, CA"
4.6,"278 km W of Tual, Indonesia",1709731739121,1710249795040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3ny,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m3ny&format=geojson,,,,,reviewed,0,326,us,7000m3ny,",us7000m3ny,",",us,",",origin,phase-data,",16.0,1.35,0.57,136.0,mb,earthquake,"M 4.6 - 278 km W of Tual, Indonesia"
-0.02,"14 km NE of Milford, Utah",1709731640560,1710268544130,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80061846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80061846&format=geojson,,,,,reviewed,0,0,uu,80061846,",uu80061846,",",uu,",",origin,phase-data,",15.0,0.01382,0.09,72.0,md,earthquake,"M 0.0 - 14 km NE of Milford, Utah"
1.7,"2 km E of East Hampton, Connecticut",1709731489803,1710217227256,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3tl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m3tl&format=geojson,30.0,3.4,,,reviewed,0,55,us,7000m3tl,",us7000m3tl,",",us,",",dyfi,origin,phase-data,",9.0,0.363,0.28,161.0,ml,earthquake,"M 1.7 - 2 km E of East Hampton, Connecticut"
2.21000004,"5 km SSW of Pāhala, Hawaii",1709730532410,1709730649520,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74129971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74129971&format=geojson,,,,,automatic,0,75,hv,74129971,",hv74129971,",",hv,",",origin,phase-data,",49.0,0.02875,0.170000002,127.0,md,earthquake,"M 2.2 - 5 km SSW of Pāhala, Hawaii"
1.54,"15 km NE of Ridgecrest, CA",1709730209160,1709768230890,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40682104,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40682104&format=geojson,,,,,reviewed,0,36,ci,40682104,",ci40682104,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.1076,0.15,59.0,ml,earthquake,"M 1.5 - 15 km NE of Ridgecrest, CA"
1.5,"54 km NW of Toyah, Texas",1709729211638,1709902566662,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024epta,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024epta&format=geojson,,,,,reviewed,0,35,tx,2024epta,",tx2024epta,",",tx,",",origin,phase-data,",20.0,0.0,0.3,65.0,ml,earthquake,"M 1.5 - 54 km NW of Toyah, Texas"
1.02,"3 km NW of Cobb, CA",1709728423380,1709728518757,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012531,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012531&format=geojson,,,,,automatic,0,16,nc,74012531,",nc74012531,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.02413,0.03,196.0,md,earthquake,"M 1.0 - 3 km NW of Cobb, CA"
1.01,"14 km NE of Milford, Utah",1709728402260,1709737197010,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80061836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80061836&format=geojson,,,,,reviewed,0,16,uu,80061836,",uu80061836,",",uu,",",origin,phase-data,",25.0,0.01333,0.14,56.0,md,earthquake,"M 1.0 - 14 km NE of Milford, Utah"
1.5,"6 km SSW of Salcha, Alaska",1709728289538,1709728416767,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02431cstbt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02431cstbt&format=geojson,,,,,automatic,0,35,ak,02431cstbt,",ak02431cstbt,",",ak,",",origin,phase-data,",,,0.74,,ml,earthquake,"M 1.5 - 6 km SSW of Salcha, Alaska"
0.6,"4 km WNW of Mammoth Lakes, CA",1709728262630,1710264273180,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012521,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012521&format=geojson,,,,,reviewed,0,6,nc,74012521,",nc74012521,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.003294,0.03,95.0,md,earthquake,"M 0.6 - 4 km WNW of Mammoth Lakes, CA"
0.67,"9 km W of Mammoth Lakes, CA",1709728237030,1710265265087,,https://earthquake.usgs.gov/earthquakes/eventpage/nc71133024,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71133024&format=geojson,,,,,reviewed,0,7,nc,71133024,",nc71133024,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.02012,0.05,257.0,md,earthquake,"M 0.7 - 9 km W of Mammoth Lakes, CA"
1.89,"24 km WSW of Petrolia, CA",1709728213670,1709764838144,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012516&format=geojson,,,,,reviewed,0,55,nc,74012516,",nc74012516,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.1712,0.1,286.0,md,earthquake,"M 1.9 - 24 km WSW of Petrolia, CA"
2.36999989,"5 km S of Pāhala, Hawaii",1709727322770,1709727428870,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74129916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74129916&format=geojson,,,,,automatic,0,86,hv,74129916,",hv74129916,",",hv,",",origin,phase-data,",43.0,0.01642,0.129999995,147.0,md,earthquake,"M 2.4 - 5 km S of Pāhala, Hawaii"
0.17,"23 km ENE of West Yellowstone, Montana",1709726507550,1709735287330,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80061831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80061831&format=geojson,,,,,reviewed,0,0,uu,80061831,",uu80061831,",",uu,",",origin,phase-data,",7.0,0.01719,0.06,117.0,md,earthquake,"M 0.2 - 23 km ENE of West Yellowstone, Montana"
1.01,"7 km NW of The Geysers, CA",1709726453340,1710343600360,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74012511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74012511&format=geojson,,,,,reviewed,0,16,nc,74012511,",nc74012511,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",42.0,0.01021,0.06,44.0,md,earthquake,"M 1.0 - 7 km NW of The Geysers, CA"
